--------------------------------------------------------------------------------------------------------------------------------------------------------------
ID..........................: 10
CLASIFICACION...............: FALTA!
SERIE.......................: FALTA!
UBICACION...................: FALTA!
PROVINCIA...................: CORDOBA
LATITUD.....................: FALTA!
LONGITUD....................: FALTA!
ALTITUD.....................: FALTA!
PENDIENTE...................: FALTA!
DRENAJE.....................: FALTA!
ESCURRIMIENTO...............: FALTA!
PERMEABILIDAD...............: FALTA!
TIPO DE SUELO...............: FALTA!
COLOR.......................: FALTA!
HORIZONTE->NOMBRE(S)........:  E     | Bt1   | Bt2   | BC     | C
HORIZONTE->Profundidad:  0-18  | 18-35 | 35-66 | 66-103 | 103
HORIZONTE->muestra:  1.38  | 0.41  | 0.29  | 0.21   | ---
HORIZONTE->Mat. orgánica:  0.80  | 0.24  | 0.17  | 0.12   | ---
HORIZONTE->C orgánico:  0.090 | 0.060 | 0.040 | ---    | ---
HORIZONTE->N total:  9     | 4     | 4     | ---    | ---
HORIZONTE->Relación C/N:  9.6   | 24.2  | 19.3  | 12.5   | 11.9
HORIZONTE->Arcilla < 2µ:  36.0  | 27.9  | 27.4  | 27.9   | 25.0
HORIZONTE->Limo 2-50µ:  54.4  | 49.7  | 53.5  | 59.7   | 61.4
HORIZONTE->Arena >50µ:  100.0 | 101.8 | 100.2 | 100.1  | 98.3
HORIZONTE->TOTAL:  ---   | ---   | ---   | ---    | ---
HORIZONTE->Limo 2-20µ:  -     | -     | -     | -      | -
HORIZONTE->Arena::  32.2  | 35.0  | 30.9  | 41.7   | 41.4
HORIZONTE->Muy fina 50-100µ:  21.4  | 14.2  | 22.1  | 17.4   | 19.1
HORIZONTE->Fina 100-250µ:  0.4   | 0.3   | 0.3   | 0.3    | 0.4
HORIZONTE->Media 250-500µ:  0.4   | 0.2   | 0.2   | 0.3    | 0.5
HORIZONTE->Gruesa 500-1000µ:  0.0   | 0.0   | 0.0   | 0.0    | 0.0
HORIZONTE->Muy gruesa 1-2mm:  0.00  | 1.00  | 0.60  | 0.00   | 0.30
HORIZONTE->Calcáreo, CaCO3:  14.7  | 25.8  | 20.7  | 16.6   | 16.3
HORIZONTE->Equiv.humedad:  ---   | ---   | ---   | ---    | ---
HORIZONTE->Resist.pasta:  ---   | ---   | ---   | ---    | ---
HORIZONTE->Conductividad:  6.1   | 8.5   | 8.9   | 9.0    | 9.0
HORIZONTE->pH pasta (1:1):  6.3   | 9.1   | 9.4   | 9.4    | 9.4
HORIZONTE->pH agua (1:2,5):  ---   | ---   | ---   | ---    | ---
HORIZONTE->pH 1N ClK (1:2,5):  3.9   | ---   | ---   | 3.7    | ---
HORIZONTE->Ca++ intercambio:  2.4   | ---   | ---   | 0.8    | ---
HORIZONTE->Mg++ intercambio:  0.7   | 8.5   | 10.1  | 8.5    | 9.4
HORIZONTE->Na+ intercambio:  1.0   | 2.3   | 2.3   | 1.7    | 2.0
HORIZONTE->K+ intercambio:  1.8   | ---   | ---   | ---    | ---
HORIZONTE->H+ intercambio:  7.0   | 51.5  | 66.0  | 57.8   | 72.3
HORIZONTE->(Na+/T):  10.0  | 16.5  | 15.3  | 14.7   | 13.0
HORIZONTE->C.I.C., (T):  8.0   | ---   | ---   | 14.7   | ---
HORIZONTE->Suma bases (S):  80    | ---   | ---   | 100    | ---
HORIZONTE->Sat.bases, (S/T):  
