-     | -     |
-     | -     |
A11   | A12   | IIC1
5-18  | 28-55 | 80-95
2.38  | 3.00  | 0.03
1.38  | 1.74  | 0.02
0.109 | 0.138 | -
13    | 13    | -
3.7   | 6.9   | 2.2
2.7   | 1.5   | 1.2
4.0   | 4.5   | 2.3
0.1   | 0.3   | 0.1
0.2   | 0.2   | 0.1
62.5  | 61.3  | 79.0
28.0  | 26.7  | 15.5
1.5   | 0.1   | 0.8
-     | -     | -
-     | -     |
0     | 0     | 0
6.6   | 8.9   | 0.8
26638 | 39256 | 75708
5.0   | 5.5   | 6.8
6.1   | 6.5   | 7.5
4.0   | 4.2   | 4.7
-     | -     | -
1.5   | 3.4   | 0.6
0.2   | 0.3   | 0.1
0.1   | 0.1   | 0.05
6.5   | 10.0  | 1.2
3     | 3     | 7
3.8   | 6.6   | 1.35
7.5   | 11.0  | 1.4
51z   | 60    | 96
