-     | -     | -     | -     | -     | -      |
3115  | 3116  | 3117  | 3118  | 3119  | 3120   | 3121
A11   | A12   | B21t  | B22t  | B31ca | B32ca  | Cca
03-10 | 12-17 | 18-28 | 35-45 | 55-75 | 75-100 | +125
4.82  | 2.75  | 2.24  | 2.58  | 1.38  | 0.86   | 0.34
0.20  | 0.10  | 0.10  | 0.10  | 0.04  | 0.03   | 0.03
15    | 15    | 15    | 15    | 20    | 16     | 8
32.00 | 38.10 | 43.90 | 54.20 | 46.80 | 48.20  | 49.60
40.30 | 38.00 | 34.90 | 32.70 | 30.90 | 31.60  | 31.50
67.10 | 61.30 | 55.70 | 45.50 | 62.70 | 51.40  | 49.80
0.10  | 0.10  | 0.03  | 0.03  | 0.04  | 0.04   | 0.05
0.30  | 0.30  | 0.20  | 0.20  | 0.20  | 0.20   | 0.30
0.20  | 0.20  | 0.20  | 0.10  | 0.20  | 0.20   | 0.20
0.02  | 0.02  | 0.01  | -     | 0.02  | 0.01   | -
-     | -     | -     | -     | 1.1   | 3.0    | 1.4
5.9   | 6.6   | 7.1   | 7.3   | 8.3   | 8.4    | 8.4
5.4   | 5.7   | 6.1   | 6.6   | 7.1   | 7.2    | 7.1
25.5  | 30.8  | 40.1  | 42.8  | 41.6  | 41.2   | 40.2
18.6  | 24.8  | 29.7  | 33.3  | 29.2  | 30.1   | 31.0
-     | -     | -     | -     | -     | -      |
3.8   | 3.1   | 7.2   | 5.0   | 6.6   | 7.0    | 4.3
-     | -     | -     | -     | -     | -      |
2.0   | 2.9   | 2.3   | 2.7   | 3.1   | 3.1    | 3.0
-     | -     | -     | -     | -     | -      |
0.6   | 0.5   | 0.6   | 0.6   | 0.6   | 0.7    | 1.0
-     | -     | -     | -     | -     | -      |
0.6   | -     | 0.2   | 1.2   | 2.1   | 0.3    | 0.9
