-     | -     | -     | -     |
550   | 551   | 552   | 553   | 554
A1    | B21t  | B22ca | B3ca  | Cca
00-14 | 26-36 | 48-62 | 84-98 | 110-130
2.3   | 2.0   | 1.5   | 0.5   | 0.3
10    | 10    | 10    | 10    | 9
30.5  | 45.0  | 45.7  | 35.9  | 37.0
16.2  | 15.5  | 17.8  | 20.2  | 21.8
54.8  | 46.8  | 47.8  | 56.6  | 56.2
3.1   | 1.8   | 1.4   | 1.3   | 1.3
8.6   | 4.4   | 3.6   | 4.4   | 4.0
3.0   | 2.0   | 1.5   | 1.8   | 1.5
0.0   | 0.0   | 0.0   | 0.0   | 0.0
0.0   | 0.2   | 2.2   | 6.4   | 3.8
6.2   | 7.6   | 8.1   | 8.3   | 8.3
5.6   | 6.4   | 6.6   | 6.7   | 6.6
25.8  | 41.0  | 38.4  | 31.5  | 34.0
5.4   | 7.8   | 13.5  | 17.4  | 17.7
32.1  | 46.6  | 55.0  | 46.1  | 46.5
