-     | -     | -     | -     | -      |
383   | 384   | 385   | 386   | 387    | 388
A1    | B1    | B21t  | B22t  | B3ca   | Cca
00-18 | 25-37 | 42-60 | 69-80 | 80-102 | 125-145
5.4   | 2.9   | 2.1   | 1.5   | 0.6    | 0.2
-     | -     | -     | -     | -      | -
12    | 14    | 13    | 13    | 10     | -
31.2  | 32.6  | 45.8  | 46.1  | 43.9   | 43.1
25.2  | 25.5  | 23.4  | 24.8  | 20.9   | 19.3
61.3  | 59.3  | 47.9  | 47.7  | 51.1   | 53.8
1.3   | 1.5   | 1.2   | 1.1   | 0.9    | 0.8
4.0   | 4.3   | 3.3   | 3.2   | 2.6    | 1.4
2.2   | 2.3   | 1.8   | 1.9   | 1.5    | 0.9
0.0   | 0.0   | 0.0   | 0.0   | 0.0    | 0.0
0.0   | 0.0   | 0.0   | 53.0  | 10.8   | 10.9
5.2   | 6.0   | 7.1   | 7.8   | 8.0    | 8.0
4.9   | 5.3   | 6.0   | 6.6   | 6.9    | 6.9
36.8  | 35.6  | 45.6  | 43.5  | 40.0   | 40.9
26.6  | 29.1  | 37.5  | 0.0   | 0.0    | 0.0
-     | -     | -     | -     | -      |
3.1   | 2.7   | 3.8   | 0.0   | 0.0    | 0.0
-     | -     | -     | -     | -      |
0.7   | 0.5   | 0.8   | 0.9   | 0.7    | 0.8
-     | -     | -     | -     | -      |
0.3   | 1.2   | 2.2   | 3.0   | 3.2    | 2.5
-     | -     | -     | -     | -      |
6.2   | 3.6   | 2.1   | 0.0   | 0.0    | 0.0
0.8   | 3.4   | 4.8   | 6.9   | 8.0    | 6.1
34.5  | 36.0  | 47.2  | 46.0  | 42.6   | 43.7
