-     | -     | -     |
530   | 531   | 532   | 533
A2    | B2t   | B3ca  | Cca
00-08 | 25-35 | 56-70 | 105-115
3.3   | 1.8   | 0.5   | 0.2
9     | 9     | 7     | -
22.7  | 41.9  | 32,3  | N.D.*
28.2  | 27.7  | 29.2  | N.D.*
73.6  | 55.9  | 65.5  | N.D.*
1.1   | 0.9   | 0.9   | N.D.*
1.7   | 0.7   | 0.8   | N.D.*
0.7   | 0.4   | 0.3   | N.D.*
0.2   | 0.2   | 0.2   | N.D.*
0.0   | 0.0   | 6.0   | 14.2
6.4   | 7.9   | 8.0   | 8.5
5.5   | 6.7   | 7.1   | 7.3
-     | 0.8   | 4.3   | 3.1
28.3  | 51.6  | 31.9  | 29.0
4.2   | 8.3   | 10.6  | 25.1
-     | -     | 0.14  | 0.07
