-     | -     | -     | -     |
-     | -     | -     | -     | -
A11   | A12   | B2t   | B31ca | B32ca(g)
0-10  | 11-21 | 38-60 | 70-85 | 120-130
3.40  | 2.31  | 1.38  | 0.38  | 0.19
1.97  | 1.34  | 0.80  | 0.22  | 0.11
0.117 | 0.103 | 0.080 | 0.045 | ND
12    | 13    | 10    | 5     | ND
28.9  | 25.8  | 49.0  | 38.1  | 36.2
-     | -     | -     | -     |
69.9  | 72.8  | 50.0  | 61.1  | 63.0
0.4   | 0.6   | 0.3   | 0.2   | 0.2
0.6   | 0.5   | 0.4   | 0.3   | 0.4
0.2   | 0.3   | 0.3   | 0.3   | 0.2
0.0   | 0.0   | 0.0   | 0.0   | 0.0
0.0   | 0.0   | 0.0   | 2.7   | 0.5
5.8   | 5.8   | 7.0   | 7.8   | 7.8
-     | -     | -     | -     | -
27.8  | 31.8  | 41.1  | 34.1  | 34.0
29.5  | 31.6  | 46.4  | 40.0  | 39.5
