-     | -     | -     | -     |
5225  | 5226  | 5227  | 5228  | 5229
Ap    | B21t  | B22t  | B3ca  | CR
04-12 | 20-30 | 35-50 | 60-70 | 80-120
4.95  | 3.23  | 2.60  | 0.91  | 0.22
0.03  | N.D.  | N.D.  | N.D.  | N.D.
N.D.  | N.D.  | N.D.  | N.D.  | N.D.
-     | -     | -     | 13.0  | 5.4
6.8   | 6.7   | 7.1   | 8.3   | 8.3
5.5   | 5.3   | 5.8   | 7.0   | 6.8
39.80 | 43.90 | 41.30 | N.D.  | N.D.
-     | -     | -     | -     |
31.70 | 37.60 | 35.40 | -     | -
-     | -     | -     | -     |
3.40  | 3.10  | 2.80  | -     | -
-     | -     | -     | -     |
0.82  | 0.65  | 0.58  | 0.61  | 0.68
-     | -     | -     | -     |
0.69  | 0.57  | 0.92  | 1.03  | 1.15
-     | -     | -     | -     |
1.40  | 0.90  | 0.90  | -     | -
1.73  | 1.30  | 2.23  | -     | -
-     | -     | -     | -     |
-     | -     | -     | -     | -
-     | -     | -     | -     | -
