-     | -     | -     |
7212  | 7213  | 7214  | 7215
I     | II    | III   | IV
02-25 | 35-50 | 56-66 | 75-95
1.25  | 0.30  | 0.15  | 0.14
0.06  | 0.02  | 0.01  | 0.01
10.63 | 6.96  | 7.27  | 8.89
-     | -     | -     |
0.0   | 0.0   | 0.0   | 0.0
5.7   | 5.7   | 5.8   | 6.0
5.0   | 5.1   | 5.1   | 5.3
0.19  | 0.16  | 0.16  | 0.17
8.75  | 2.80  | 1.80  | 1.58
6.20  | 1.60  | 0.80  | 2.40
-     | -     | -     |
1.49  | 0.30  | 0.10  | 0.09
-     | -     | -     |
0.18  | 0.10  | 0.08  | 0.05
-     | -     | -     |
0.15  | 0.10  | 0.05  | 0.05
-     | -     | -     |
-     | -     | -     | -
1.71  | 3.57  | 2.77  | 3.16
12.03 | 5.41  | 1.58  | 2.01
