-     |   -     |   -     |    -     |
-     |   -     |   -     |    -     |
A1    |   IIC1  |   IIIC2 |    IVC3  | VC4
13-27 |   35-43 |   47-56 |    60-65 | 65-70
1.36  |   0.24  |   0.10  |    -     | -
0.79  |   0.14  |   0.06  |    -     | -
0.069 |   -     |   -     |    -     | -
11    |   -     |   -     |    -     | -
18.9  |   15.9  |   5.3   |    15.4  | 3.8
23.0  |   32.0  |   33.5  |    36.1  | 28.0
61.4  |   69.4  |   69.5  |    79.1  | 60.9
16.5  |   11.0  |   19.0  |    3.7   | 23.4
2.6   |   2.5   |   5.9   |    1.3   | 11.7
0.4   |   0.2   |   0.2   |    0.1   | 0.1
0.2   |   0.1   |   0.1   |    0.1   | 0.1
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     |
vest   (n) |     0.9 |     vest  (n)   | 0.3   | vest  (n)
21.3  |   15.7  |   7.7   |    20.8  | 6.7
257   |   154   |   180   |    129   | 129
7.0   |   7.4   |   7.1   |    7.1   | 7.1
7.5   |   8.0   |   7.5   |    7.5   | 7.1
6.2   |   7.2   |   6.7   |    6.7   | 6.7
17.28 |   32.64 |   31.47 |    38.31 | 47.37
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
-     |   -     |   -     |    -     | -
