-     | -     | -     | -     | -       |
11089 | 11090 | 11091 | 11092 | 11.93   | 11094
A11   | A12   | B21t  | B22t  | B3      | C
05-12 | 15-25 | 35-60 | 75-90 | 105-115 | 120-130
4.55  | 2.89  | 2.17  | 0.89  | 0.76    | 0.15
2.65  | 1.68  | 1.26  | 0.52  | 0.44    | 0.09
0.193 | 0.143 | 0.103 | 0.058 | 0.039   | 0.032
13.73 | 11.75 | 12.23 | 8.97  | 11.28   | 2.81
27.15 | 28.22 | 45.02 | 46.02 | 45.22   | 44.14
40.14 | 40.03 | 31.25 | 31.80 | 30.90   | 3051
68.29 | 67.29 | 51.81 | 50.56 | 51.57   | 52.30
0.97  | 0.44  | 0.33  | 0.65  | 0.41    | 0.43
3.53  | 4.02  | 2.79  | 2.68  | 2.77    | 3.10
-     | -     | -     | -     | -       | -
0.06  | 0.03  | 0.05  | 0.09  | 0.03    | 0.03
0.0   | 0.0   | 0.0   | 0.0   | 0.60    | 0.0
6.0   | 6.2   | 6.6   | 7.6   | 8.0     | 7.8
5.1   | 4.9   | 5.2   | 6.1   | 6.7     | 6.1
0.35  | 0.25  | 0.20  | 0.25  | 0.36    | 0.23
28.80 | 28.82 | 46.68 | 45.92 | 45.77   | 44.92
0.04  | 0.03  | 0.03  | 0.03  | 0.03    | 0.04
28.90 | 29.93 | 43.41 | 46.96 | 43.95   | 43.51
11.10 | 8.40  | 4.60  | 4.20  | 4.10    | 3.50
