-     | -     | -     | -     | -     | -      | -       |
A11   | A12   | B1    | B21   | B22ca | B3ca   | Cca     | II      Ccag
2-10  | 11-18 | 19-29 | 38-55 | 65-85 | 88-103 | 118-132 | 145-15
5,12  | 4,15  | 2,64  | 2,07  | 0,77  | 0,33   | 0,80    | 0,33
3,32  | 2,41  | 1,53  | 1,20  | 0,44  | 0,19   | 0,23    | 0,14
0,22  | 0,16  | 0,12  | 0,08  | 0,05  | 0,02   | 0,02    | 0,02
15    | 15    | 13    | 15    | 9     | 9,5    | 11,5    | 9,5
-     | -     | -     | -     | -     | -      | -       |
0,0   | 0,0   | 0,0   | 0,0   | 7,21  | 7,89   | 8,38    | 4,48
-     | -     | -     | -     | -     | -      | -       | -
-     | -     | -     | -     | -     | -      | -       | -
-     | -     | -     | -     | -     | -      | -       | -
5,5   | 5,7   | 6,1   | 7,1   | 8,0   | 8,1    | 8,1     | 8,1
5,0   | 5,1   | 5,3   | 6,1   | 7,2   | 7,2    | 7,2     | 7,1
-     | -     | -     | -     | -     | -      | -       |
-     | -     | -     | -     | -     | -      | -       |
-     | -     | -     | -     | -     | -      | -       |
1,20  | 3,33  | 5,55  | ND    | ND    | ND     | ND      | ND
0,68  | 0,82  | 1,20  | 1,35  | 1,2   | ND     | ND      | ND
0,21  | 0,17  | 0,12  | 0,14  | 0,14  | ND     | ND      | ND
17,83 | 18,96 | 30,76 | ND    | ND    | ND     | ND      | ND
2,71  | 2,55  | 1,83  | ND    | ND    | ND     | ND      | ND
20,54 | 21,50 | 32,59 | 46,34 | 46,34 | 42,49  | 43,71   | 41,43
87    | 88    | 94    | ND    | ND    | ND     | ND      | ND
-     | -     | -     | -     | -     | -      | -       |
3,3   | 3,8   | 3,7   | 2,9   | 2,6   | -      | -       | -
9,8   | 2,5   | 2,7   | 1,3   | 1,0   | 2,7    | -       | -
