-  | -     | -     | -     | -      |
-  | -     | -     | -     | -      |
O1 | A1    | IIC1  | IIIC2 | IVC3   | VC4
-  | 5-12  | 20-32 | 40-60 | 95-110 | 130-150
-  | 24.48 | 3.62  | -     | -      | -
-  | 14.2  | 2.10  | -     | -      | -
-  | 1.26  | 0.198 | -     | -      | -
-  | 11    | 11    | -     | -      | -
-  | 56.9  | 47.5  | 12.0  | 7.6    | 17.2
-  | 25.2  | 28.8  | 5.8   | 1.0    | 7.7
-  | 36.1  | 45.9  | 19.0  | 4.8    | 23.4
-  | 3.5   | 3.4   | 27.4  | 37.0   | 29.6
-  | 2.4   | 2.6   | 28.1  | 12.5   | 22.1
-  | 0.9   | 0.5   | 8.3   | 38.0   | 7.6
-  | 0.2   | 0.1   | 5.2   | 0.1    | 0.1
-  | -     | -     | -     | -      | -
-  | -     | -     | -     | -      | -
-  | -     | -     | -     | -      |
-  | 0     | 0     | 0     | 0      | 0
-  | 74.2  | 33.8  | 11.6  | 3.2    | 12.4
-  | 4504  | 3261  | 9163  | 8541   | 2330
-  | 5.7   | 5.5   | 5.9   | 5.8    | 5.4
-  | 5.9   | 6.1   | 6.3   | 6.1    | 5.6
-  | 4.9   | 4.8   | 5.1   | 5.2    | 4.8
-  | -     | -     | -     | -      | -
-  | 1.9   | 2.6   | 1.2   | -      |
-  | 0.9   | 0.7   | 0.2   | 0.4    | 0.6
-  | 0.8   | 0.2   | 0.1   | -      | 0.2
-  | 27.1  | 16.0  | 3.9   | 1.6    | 4.8
-  | 2     | 3     | 3     | 13     | 8
-  | 19.8  | 15.1  | 5.6   | 2.7    | 3.8
-  | 42.0  | 25.9  | 7.2   | 3.1    | 7.3
-  | 47    | 58    | 78    | 87     | 52
