-     | -     | -     | -     | -      |
11068 | 11069 | 11070 | 11071 | 11072  | 11073
A11   | A12   | B21t  | B22t  | B3     | C
04-12 | 15-25 | 30-45 | 50-70 | 75-100 | 125-135
4.47  | 3.53  | 2.98  | 2.06  | 1.38   | 0.22
2.60  | 2.05  | 1.73  | 1.20  | 0.80   | 0.13
0.196 | 0.170 | 0.135 | 0.107 | 0.064  | 0.036
13.27 | 12.06 | 12.81 | 11.21 | 12.50  | 3.61
28.38 | 29.91 | 48.85 | 49.91 | 49.01  | 47.01
30.92 | 30.14 | 23.95 | 27.30 | 28.01  | 27.92
66.13 | 65.68 | 48.59 | 47.30 | 48.97  | 51.27
1.36  | 0.96  | 0.70  | 0.56  | 0.46   | 0.38
4.02  | 3.42  | 1.81  | 2.20  | 1.55   | 1.29
-     | -     | -     | -     | -      | -
0.11  | 0.03  | 0.05  | 0.03  | 0.01   | 0.02
0.0   | 0.0   | 0.0   | 0.0   | 0.0    | 0.0
6.6   | 6.3   | 6.8   | 7.2   | 7.8    | 7.6
5.5   | 5.1   | 5.3   | 5.8   | 6.3    | 5.9
0,31  | 0,31  | 0,19  | 0,23  | 0,24   | 0,20
27,20 | 27,83 | 46,78 | 50,00 | 50,46  | 48,30
0.046 | 0.045 | 0.025 | 0.036 | 0.027  | 0.034
27.70 | 31.22 | 48.11 | 50.00 | 49.82  | 46.56
12.20 | 9.20  | 5.50  | 4.70  | 4.30   | 3.40
