-     | -     | -      | -     |
5.300 | 5.301 | 5.302  | 5.303 | 5.304
Ap    | B21t  | B22tca | B3ca  | CR
05-15 | 22-32 | 40-50  | 55-65 | 75-85
5.18  | 4.00  | 2.53   | 1.64  | 0.46
0.20  | 0.20  | 0.13   | 0.08  | 0.04
15    | 12    | 12     | 12    | 7
38.62 | 48.38 | 46.68  | 37.24 | 26.22
18.61 | 16.17 | 14.15  | 13.03 | 23.01
47.95 | 41.47 | 46.33  | 55.55 | 55.59
6.68  | 4.61  | 2.82   | 2.88  | 9.10
6.39  | 5.09  | 3.84   | 3.94  | 7.80
-     | -     | -      | -     | -
0.36  | 0.45  | 0.28   | 0.39  | 0.77
-     | -     | 0.05   | 0.01  | 0.11
-     | -     | 20.8   | 29.4  | 14.9
7.2   | 7.5   | 8.2    | 8.3   | 8.2
N.D.  | N.D.  | N.D.   | N.D.  | N.D.
43.80 | 49.70 | -      | -     | -
31.82 | 39.00 | 33.34  | 30.04 | 29.26
