-     | -     | -     | -     | -     | -      |
4723  | 4724  | 4725  | 4726  | 4727  | 4728   | 4729
A1    | B1    | B21t  | B22t  | B31t  | B32ca  | Cca
02-10 | 13-18 | 25-37 | 48-63 | 75-86 | 95-106 | 134-152
5.20  | 3.99  | 2.44  | 1.53  | 0.76  | 0.37   | 0.08
0.21  | 0.17  | 0.11  | 0.07  | 0.04  | 0.04   | 0.02
13    | 12    | 11    | 11    | 10    | 5      | 2
25.99 | 26.34 | 35.47 | 39.12 | 37.77 | 35.14  | 34.24
30.17 | 34.48 | 40.28 | 32.09 | 30.19 | 30.82  | 32.22
70.80 | 7.49  | 59.52 | 59.01 | 60.16 | 63.14  | 64.39
0.36  | 0.26  | 0.05  | 0.13  | 0.27  | 0.03   | 0.10
2.85  | 2.87  | 1.89  | 1.72  | 1.66  | 1.65   | 1.30
-     | -     | -     | -     | -     | -      | -
0.07  | 0.04  | 0.07  | 0.02  | 0.14  | 0.04   | 0.07
0.0   | 0.0   | 0.3   | 0.4   | 2.3   | 10.5   | 6.6
5.8   | 5.8   | 6.4   | 6.8   | 7.8   | 7.9    | 7.9
5.3   | 5.3   | 6.0   | 6.2   | 7.1   | 7.2    | 7.3
17.12 | 16.17 | 28.76 | 27.70 | 24.63 | 22.79  | 20.04
24.09 | 23.95 | 23.39 | 35.23 | 31.47 | 28.67  | 28.09
12.59 | 9.26  | 4.32  | 2.44  | 1.74  | 2.86   | 1.62
