-     | -     | -     |      -     |
-     | -     | -     |      -     |
A1    | B21    t |     B21tca |     B31cacs |       B32ca
00-12 | 20-35 | 45-60 |      75-90 |       100-115
3.57  | 2.23  | 1.82  |      0.63  |       0.20
2.08  | 1.30  | 1.06  |      0.37  |       0.12
0.198 | 0.123 | 0.095 |      0.037 |       N.D
11    | 11    | 11    |      10    |       N.D
-     | -     | -     |      -     |
0.0   | Vest. | 0.8   |      3.1   |       4.9
6.3   | 7.2   | 7.7   |      7.6   |       8.0
-     | -     | -     |      -     |
32.8  | 39.6  | 44.7  |      39.4  |       35.6
29.8  | 36.0  | 42.0  |      36.7  |       39.4
