-     | -      | -     | -      |
1546  | 1547   | 1548  | 1549   | 1559
A11   | A12/B1 | B2t   | B31tca | B32tca
02-15 | 18-30  | 32-62 | 85-95  | 100-115
3.35  | 2.80   | 1.87  | 0.07   | 0.07
0.20  | 0.19   | 0.15  | 0.02   | 0.00
10    | 9      | 7     | 3      | -
35.24 | 30.50  | 41.22 | 42.05  | 40.27
29.51 | 32.85  | 29.25 | 23.51  | 27.15
30.80 | 32.37  | 24.44 | 31.46  | 29.37
0.19  | 0.38   | 1.72  | 0.07   | 0.07
0.73  | 0.70   | 0.61  | 0.41   | 0.41
3.46  | 3.05   | 2.73  | 2.40   | 2.17
0.09  | 0.16   | 0.05  | 0.10   | 0.05
0.1   | 0.0    | 0.0   | 11.2   | 12.5
6.4   | 6.2    | 6.2   | 8.0    | 8.1
5.9   | 5.9    | 5.8   | 7.1    | 7.1
37.80 | 39.00  | 45.10 | N.D.   | N.D.
2.91  | 2.56   | 1.77  | N.D    | N.D.
33.02 | 28.77  | 35.99 | 38.55  | 35.32
