-     | -     | -      | -      | -       |
10731 | 10732 | 10733  | 10734  | 10735   | 10736
A1    | B21t  | B22tca | B31ca  | B32ca   | Cca
02-12 | 17-45 | 55-80  | 90-110 | 118-130 | 140-150
4.93  | 2.14  | 1.24   | 0.52   | 0.45    | 0.15
2.87  | 1.24  | 0.72   | 0.31   | 0.26    | 0.09
0.232 | 0.127 | 0.065  | 0.037  | 0.034   | 0.017
12.37 | 9.76  | 11.08  | 8.38   | 7.65    | 5.29
34.86 | 47.70 | 45.01  | 40.01  | 39.88   | 39.94
31.67 | 28.39 | 29.98  | 30.12  | 30.87   | 30.80
58.98 | 48.88 | 51.69  | 55.11  | 56.56   | 56.41
1.39  | 0.66  | 0.71   | 1.25   | 0.96    | 1.24
4.61  | 2.67  | 2.46   | 3.53   | 2.47    | 2.37
-     | -     | -      | -      | -       | -
0.13  | 0.05  | 0.08   | 0.07   | 0.11    | 0.04
0.03  | 0.04  | 0.05   | 0.03   | 0.02    | -
0.0   | 0.0   | 2.6    | 7.7    | 7.2     | 6.0
5.8   | 6.9   | 8.3    | 8.6    | 8.2     | 8.6
5.0   | 5.3   | 6.8    | 7.1    | 7.1     | 7.0
86.30 | 85.10 | 176.00 | 181.90 | 183.00  | 171.30
32.20 | 39.01 | 37.81  | 35.85  | 35.72   | 35.58
-     | -     | -      | -      | -       |
32.93 | 49.95 | 47.09  | 42.03  | 41.59   | 41.84
9.70  | 5.90  | 5.50   | 4.90   | 4.70    | 4.30
