- | -    | 425 | 425 | 479 | 456 | 421
- | -    | -   | -   | -   | -   |
d | Ca++ | -   | -   | -   | -   | -
e | -    | -   | -   | -   | -   |
- | Mg++ | -   | -   | -   | -   | -
c | -    | -   | -   | -   | -   |
a | K+   | 3.5 | 1.0 | 1.0 | 0.9 | 1.1
m | -    | -   | -   | -   | -   |
b | Na+  | 0.3 | 0.4 | 1.6 | 2.7 | 2.3
i | -    | -   | -   | -   | -   |
o | H+   | -   | -   | -   | -   | -
- | -    | 0.7 | 0.9 | 3.3 | 5.9 | 5.5
