-     | -     | -     | -     | -     |
5826  | 5827  | 5828  | 5829  | 5860  | 5861
Ap    | B1    | B21t  | B22t  | B31ca | B32ca
05-10 | 15-20 | 28-36 | 45-58 | 73-78 | 85-95
4.1   | 2.8   | 1.8   | 1.1   | 0.7   | 0.6
0.20  | 0.12  | 0.10  | 0.06  | 0.04  | 0.04
11    | 12    | 10    | 9     | 10    | 9
-     | -     | -     | -     | -     |
0.0   | 0.0   | 0.0   | 0.18  | 5.23  | 12.15
7.0   | 7.4   | 7.7   | 7.8   | 8.1   | 8.1
6.2   | 6.5   | 6.8   | 6.9   | 7.2   | 7.3
1.443 | 1.146 | 0.756 | 0.787 | 0.748 | 0.709
36.56 | 38.12 | 37.82 | 43.53 | 47.31 | 48.73
-     | -     | -     | -     | -     |
28.03 | 31.84 | 32.50 | 38.68 | -     | -
-     | -     | -     | -     | -     |
3.59  | 3.47  | 3.10  | 2.00  | -     | -
-     | -     | -     | -     | -     |
1.57  | 1.05  | 0.91  | 0.73  | 0.60  | 0.67
-     | -     | -     | -     | -     |
0.37  | 0.76  | 1.09  | 1.12  | 1.55  | 1.60
-     | -     | -     | -     | -     |
-     | -     | -     | -     | -     | -
1.01  | 1.99  | 2.88  | 2.57  | 3.28  | 3.28
41.97 | 44.94 | 44.12 | 45.29 | 47.50 | 50.29
9.93  | 7.11  | 5.44  | 5.35  | 5.29  | 4.44
