-      | -     | -     | -     | -      | -       |
52     | 53    | 54    | 55    | 56     | 57      | 58
Ap+A12 | A13   | A3    | B21t  | B22t   | B23t    | B3
07-17  | 25-33 | 37-49 | 53-62 | 80-100 | 122-136 | 161-176
3.55   | 3.55  | 2.78  | 1.90  | 1.05   | 0.58    | 0.34
0.19   | 0.19  | 0.15  | 0.10  | 0.07   | 0.05    | 0.04
11     | 11    | 11    | 11    | 9      | 7       | 5
24.7   | 33.1  | 31.2  | 34.2  | 45.3   | 41.0    | 34.6
35.4   | 32.1  | 29.7  | 28.7  | 23.9   | 24.3    | 20.0
71.7   | 64.6  | 65.6  | 61.9  | 51.3   | 55.1    | 56.6
2.3    | 1.5   | 2.0   | 2.4   | 2.3    | 2.5     | 5.1
1.3    | 0.8   | 1.2   | 1.5   | 1.1    | 1.4     | 3.6
0.0    | 0.0   | 0.0   | 0.0   | 0.0    | 0.0     | 0.1
-      | -     | -     | -     | -      | -       |
-      | -     | -     | -     | -      | -       |
0.0    | 0.0   | 0.0   | 0.0   | 0.0    | 0.0     | 0.1
5.7    | 5.8   | 5.9   | 6.0   | 6.2    | 6.5     | 5.8
5.3    | 5.2   | 5.2   | 5.0   | 5.1    | 5.3     | 5.3
25.1   | 29.6  | 26.0  | 24.6  | 30.6   | 27.0    | 23.5
15.6   | 20.7  | 18.5  | 16.9  | 22.9   | 20.5    | 17.4
-      | -     | -     | -     | -      | -       |
3.5    | 3.5   | 3.3   | 3.3   | 4.2    | 3.6     | 2.9
-      | -     | -     | -     | -      | -       |
1.9    | 0.8   | 0.7   | 1.0   | 1.9    | 1.8     | 1.6
-      | -     | -     | -     | -      | -       |
0.1    | 0.1   | 0.1   | 0.1   | 0.1    | 0.1     | 0.1
-      | -     | -     | -     | -      | -       |
6.4    | 6.4   | 5.6   | 5.6   | 3.7    | 2.8     | 2.8
-      | -     | -     | -     | -      | -       |
0.4    | 0.3   | 0.4   | 0.4   | 0.3    | 0.4     | 0.4
-      | -     | -     | -     | -      | -       |
27.6   | 34.9  | 31.0  | 31.5  | 37.8   | 35.0    | 32.3
