-     | -     | -     | -     | -      | -      |
10737 | 10738 | 10739 | 10740 | 10741  | 10742  | 10743
A11   | A12   | A3    | IIB21 | IIB22  | IIB3   | IIICca
03-10 | 15-24 | 28-36 | 41-50 | 56-76  | 85-100 | 120-135
3.58  | 0.91  | 1.84  | 0.89  | 0.89   | 0.44   | 0.07
2.08  | 0.53  | 1.07  | 0.52  | 0.52   | 0.26   | 0.04
0.144 | 0.080 | 0.087 | 0.065 | 0.052  | 0.052  | 0.029
14.44 | 6.63  | 12.30 | 8.00  | 10.00  | 5.00   | 1.38
13.41 | 10.36 | 11.59 | 35.25 | 34.22  | 32.01  | 30.11
12.01 | 13.01 | 11.72 | 12.42 | 12.20  | 13.29  | 12.14
26.04 | 22.25 | 26.92 | 25.44 | 21.46  | 25.54  | 20.57
0.98  | 0.87  | 0.67  | 0.37  | 0.88   | 0.75   | 1.56
50.25 | 55.63 | 48.02 | 30.88 | 33.68  | 34.34  | 38.79
-     | -     | -     | -     | -      | -      | -
8.88  | 10.32 | 12.12 | 6.96  | 7.72   | 6.02   | 5.74
0.44  | 0.57  | 0.68  | 1.10  | 2.04   | 1.34   | 3.23
0.0   | 0.0   | 0.0   | 0.0   | 0.0    | 0.0    | 8.51
6.0   | 6.0   | 6.2   | 6.6   | 7.5    | 7.9    | 8.6
5.1   | 5.0   | 5.1   | 5.2   | 6.2    | 6.5    | 7.3
78.50 | 57.80 | 73.00 | 61.50 | 135.40 | 100.90 | 146.30
17.41 | 18.00 | 18.33 | 27.88 | 30.50  | 30.11  | 22.37
0.02  | 0.02  | 0.02  | 0.02  | 0.02   | 0.03   | 0.01
15.85 | 11.25 | 13.41 | 34.36 | 33.34  | 30.89  | 28.76
10.30 | 6.90  | 5.80  | 4.60  | 4.30   | 6.50   | 7.30
