-     | -     | -     | -      | -      |
10772 | 10773 | 10774 | 10775  | 10776  | 10777
A1    | B1    | B21t  | B22t   | B3ca   | Cca
02-10 | 11-20 | 23-40 | 50-80  | 90-110 | 145-160
3.68  | 3.68  | 2.41  | 1.12   | 0.89   | 0.29
2.14  | 2.14  | 1.40  | 0.65   | 0.52   | 0.17
0.184 | 0.174 | 0.112 | 0.063  | 0.027  | 0.019
11.63 | 12.30 | 12.50 | 10.32  | 19.26  | 8.95
27.98 | 32.43 | 41.90 | 39.84  | 37.20  | 3641
26.12 | 24.80 | 20.98 | 30.30  | 30.41  | 30.22
48.24 | 48.42 | 39.39 | 41.77  | 46.76  | 48.07
1.31  | 1.35  | 0.88  | 1.22   | 0.87   | 0.52
20.94 | 16.94 | 16.75 | 16.20  | 13.92  | 14.05
-     | -     | -     | -      | -      | -
1.51  | 0.81  | 1.06  | 0.94   | 1.23   | 0.84
0.02  | 0.05  | 0.02  | 0.03   | 0.02   | 0.11
0.0   | 0.0   | 0.0   | 3.43   | 18.09  | 14.77
6.7   | 6.8   | 7.1   | 8.4    | 8.6    | 8.7
5.7   | 5.8   | 5.9   | 7.1    | 7.4    | 7.4
76.80 | 77.50 | 69.90 | 138.40 | 148.60 | 151.40
26.56 | 31.14 | 39.79 | 36.37  | 29.04  | 30.48
0.01  | 0.01  | 0.01  | 0.01   | 0.01   | 0.01
27.36 | 30.33 | 39.17 | 37.34  | 35.17  | 34.79
12.70 | 7.20  | 4.70  | 4.10   | 3.00   | 2.90
