-      |   -     |
-      |   -     |
A1     |   IIC1  |    IIIC2
3-7    |   25-50 |    90-120
0.50   |   0.43  |    -
0.29   |   0.25  |    -
-      |   -     |    -
-      |   -     |    -
15.6   |   21.4  |    13.2
38.5   |   41.7  |    23.2
76.4   |   76.1  |    81.3
3.6    |   1.3   |    2.1
3.7    |   0.6   |    2.5
0.5    |   0.4   |    0.7
0.2    |   0.2   |    0.2
-      |   -     |    -
-      |   -     |    -
-      |   -     |
vest    (n) |     vest  (n)    | vest  (n)
24.3   |   26.9  |    14.6
34     |   85    |    78
6.4    |   7.1   |    7.0
7.1    |   7.5   |    7.3
6.2    |   6.5   |    6.5
217.39 |   44.45 |    73.53
-      |   -     |    -
-      |   -     |    -
-      |   -     |    -
-      |   -     |    -
-      |   -     |    -
-      |   -     |    -
-      |   -     |    -
-      |   -     |    -
