-     | -     | -     | -     | -       |
158   | 159   | 160   | 161   | 162     | 163
Ap    | B1    | B21t  | B22t  | B3ca    | Cca
05-12 | 20-25 | 40-55 | 75-83 | 100-115 | 140-155
3.90  | 2.80  | 1.60  | 1.00  | 0.60    | 0.30
11.00 | 11.00 | 10.00 | 10.00 | 9.00    | 8.00
29.00 | 30.80 | 50.30 | 52.10 | 46.00   | 46.00
33.50 | 30.80 | 22.10 | 20.00 | 26.50   | 25.50
67.10 | 65.20 | 46.20 | 44.10 | 50.10   | 49.50
1.90  | 1.70  | 2.10  | 2.20  | 2.00    | 2.30
1.30  | 1.50  | 0.90  | 1.00  | 1.20    | 1.50
0.70  | 0.80  | 0.50  | 0.60  | 0.70    | 0.70
0.00  | 0.00  | 0.00- | 0.00  | 0.00    | 0.00
-     | -     | -     | -     | 0.40    | 0.60
5.3   | 5.3   | 6.0   | 6.7   | 7.3     | 7.4
4.9   | 4.9   | 5.2   | 5.9   | 6.5     | 6.5
-     | -     | -     | -     | -       | -
-     | -     | -     | -     | -       |
24.10 | 23.00 | 36.10 | 37.20 | 35.10   | 33.00
1.70  | 1.30  | 1.10  | 1.60. | 1.70    | 1.50
29.10 | 28.90 | 45.70 | 46.00 | 41.40   | 39.70
-     | -     | -     | -     | -       | -
