-     |  -     |     -     |     -     |     -     |
11083 |  11084 |     11085 |     11086 |     11087 |     11088
A11   |  A12   |     B21t  |     B22t  |     B3ca  |     Cca
03-12 |  20-28 |     35-55 |     60-70 |     80-95 |     125-135
3.65  |  2.86  |     1.87  |     0.98  |     0.74  |     0.14
2.12  |  1.66  |     1.09  |     0.57  |     0.43  |     0.08
0.160 |  0.118 |     0.082 |     0.057 |     0.030 |     0.021
13.25 |  14.07 |     13.29 |     10.00 |     14.33 |     3.81
20     11 |     21.58 |     41.04 |     38.61 |     35.29 |       30.19
25.17 |  23.43 |     22.14 |     25.80 |     27.30 |     27.95
42.48 |  40.81 |     34.50 |     43.16 |     47.67 |     34.21
0.79  |  0.55  |     0.59  |     0.47  |     0.38  |     0.52
32.07 |  3251  |     20.55 |     15.07 |     15.30 |     30.41
-     |  -     |     -     |     -     |     -     |     -
4.51  |  4.53  |     3.30  |     2.67  |     1.35  |     4.61
0.04  |  0.02  |     0.02  |     0.02  |     0.01  |     0.06
0.0   |  0.0   |     0.0   |     0.0   |     7.51  |     1.04
6.3   |  6.3   |     7.1   |     7.7   |     8.6   |     8.5
5.3   |  5.2   |     6.0   |     6.1   |     7.3   |     7.2
0.25  |  0.14  |     0,46  |     0,25  |     0.47  |     0.62
22.88 |  23.64 |     41.58 |     37.81 |     38.10 |     31.20
0.01  |  0.01  |     0.02  |     0.06  |     0.06  |     0.07
22.96 |  21.22 |     39.31 |     39.27 |     33.81 |     28.37
9.80  |  6.70  |     3.90  |     3.60  |     3.40  |     3.10
