-     | -     | -     | -     | -      | -       |
5.218 | 5.219 | 5.220 | 5.221 | 5.222  | 5.223   | 5.224
Ap    | B21t  | B22t  | B23t  | B3ca   | Cca     | IICca
06-16 | 25-38 | 52-64 | 75-85 | 95-107 | 110-124 | 142+
5.16  | 1.65  | 1.15  | 0.76  | 0.52   | 0.45    | 0.15
0.22  | 0.09  | 0.07  | 0.06  | 0.04   | 0.03    | 0.02
14    | 11    | 10    | 7     | 8      | 9       | 4
26.59 | 47.21 | 42.73 | 41.66 | 34.28  | 31.11   | 28.78
31.74 | 22.33 | 23.82 | 23.26 | 23.66  | 27.02   | 22.89
68.07 | 48.49 | 53.04 | 53.71 | 60.22  | 63.10   | 66.38
4.93  | 4.07  | 4.00  | 4.34  | 5.17   | 5.51    | 4.57
0.40  | 0.23  | 0.28  | 0.27  | 0.31   | 0.27    | 0.25
0.01  | -     | -     | 0.02  | 0.02   | 0.02    | 0.02
-     | -     | -     | -     | -      | -       |
-     | -     | -     | -     | -      | -       |
-     | -     | -     | 0.2   | 4.7    | 2.9     | 13.3
6.2   | 6.7   | 7.0   | 8.1   | 8.4    | 8.3     | 8.4
5.4   | 5.2   | 5.4   | 6.9   | 7.1    | 7.1     | 7.2
28.90 | 38.60 | 36.20 | 33.70 | 31.50  | -       | -
29.09 | 43.43 | 39.37 | 36.32 | 32.37  | 31.08   | 32.37
