-     | -     | -     | -     | -     |
506   | 507   | 508   | 509   | 510   | 511
Ap    | A12   | B1    | B22t  | B3ca  | C
00-14 | 14-28 | 32-43 | 50-62 | 80-90 | 100-125
3.0   | 2.8   | 1.4   | 1.2   | 0.5   | 0.3
0.21  | 0.17  | 0.10  | 0.07  | 0.06  | 0.03
11    | 11    | 8     | 9     | 5     | 5
18.2  | 18.0  | 28.1  | 32.0  | 33.2  | 23.9
22.2  | 21.2  | 20.9  | 21.1  | 20.4  | 25.2
54.6  | 54.4  | 52.1  | 49.9  | 51.7  | 60.8
2.3   | 2.5   | 1.8   | 1.8   | 1.4   | 1.9
14.4  | 15.9  | 11.2  | 10.0  | 8.5   | 8.6
10.2  | 9.0   | 6.5   | 5.9   | 5.0   | 4.6
0.3   | 0.2   | 0.3   | 0.4   | 0.2   | 0.2
0.0   | 0.0   | 0.0   | 0.0   | 4.5   | 0.0
5.2   | 5.3   | 5.6   | 6.4   | 7.3   | 7.0
4.9   | 5.0   | 5.2   | 5.9   | 6.6   | 6.3
20.0  | 19.2  | 28.0  | 28.2  | 25.0  | 24.6
12.0  | 12.4  | 19.8  | 22.4  | -     | 19.2
-     | -     | -     | -     | -     |
2.0   | 2.2   | 2.7   | 2.3   | -     | 3.3
-     | -     | -     | -     | -     |
1.2   | 0.8   | 1.2   | 1.2   | 1.3   | 1.3
-     | -     | -     | -     | -     |
0.2   | 0.2   | 0.2   | 0.3   | 0.4   | 0.4
-     | -     | -     | -     | -     |
5.8   | 4.9   | 3.9   | 2.9   | -     | 1.0
-     | -     | -     | -     | -     | -
20.7  | 20.6  | 30.0  | 32.7  | 33.2  | 29.3
