-     | -     | -     |
884   | 885   | 886   | 887
A2    | B2    | B31ca | B32ca
00-05 | 23-38 | 56-69 | 87-104
2.6   | 2.5   | 1.0   | 0.6
10    | 10    | 7     | 7
27.4  | 40.2  | 43.2  | 36.4
31.0  | 25.2  | 20.0  | 15.7
70.5  | 58.5  | 55.9  | 62.2
1.5   | 0.7   | 0.3   | 0.8
0.5   | 0.4   | 0.4   | 0.4
0.1   | 0.2   | 0.2   | 0.2
0.0   | 0.0   | 0.0   | 0.0
0.0   | 0.9   | 5.1   | 5.2
7.2   | 8.1   | 8.4   | 8.4
6.0   | 6.8   | 7.0   | 7.0
30.5  | 37.3  | 40,5  | 34      .,8
7.9   | 19.0  | 21.0  | 16.7
29.3  | 51.5  | 64.7  | 55.6
