- | -    | 286  | 318  | 305  | 337 | 330
- | -    | -    | -    | -    | -   |
d | Ca++ | 17.1 | 22.9 | 23.1 | ND  | ND
e | -    | -    | -    | -    | -   |
- | Mg++ | 2.7  | 4.1  | 4.0  | ND  | ND
c | -    | -    | -    | -    | -   |
a | K+   | 0.6  | 0.6  | 0.7  | 1.1 | 1.2
m | -    | -    | -    | -    | -   |
b | Na+  | 0.5  | 0.9  | 1.3  | 1.7 | 1.4
i | -    | -    | -    | -    | -   |
o | H+   | 8.1  | 5.1  | 3.1  | ND  | ND
- | -    | 1.7  | 2.8  | 4.3  | 5.0 | 4.2
