-     | -     | -     | -     |
A1    | B21   | B22   | B31ca | B32ca
00-14 | 16-25 | 30-43 | 60-74 | 100-120
3,49  | 1,94  | 1,51  | 0,53  | 0,13
2,03  | 1,13  | 0,88  | 0,31  | 0,08
0,202 | 0,117 | 0,106 | 0,038 | ND
10    | 9     | 8     | 8     | ND
-     | -     | -     | -     |
0,0   | 0,0   | 0,0   | 0,0   | 0,0
-     | -     | -     | -     | -
31,9  | 41,7  | 48,3  | 41,2  | 39,1
5,5   | 6,2   | 6,8   | 7,8   | 7,9
5,8   | 6,6   | 7,2   | 8,2   | 8,4
5,1   | 5,4   | 6,0   | 6,0   | 6,9
-     | -     | -     | -     |
-     | -     | -     | -     |
-     | -     | -     | -     |
3,0   | 3,1   | 3,4   | ND    | ND
1,3   | 2,0   | 2,7   | 3,0   | 2,8
0,4   | 0,6   | 0,7   | 0,7   | 0,7
24,5  | 35,2  | 41,5  | ND    | ND
3,8   | 3,2   | 2,1   | ND    | ND
27,2  | 37,7  | 43,1  | 34,6  | 30,6
90    | 93    | 96    | -     | -
-     | -     | -     | -     | -
4,8   | 5,3   | 6,3   | 8,7   | 9,2
