-     | -     | -     | -     |
-     | -     | -     | -     | -
A1    | A3    | B2    | B31ca | B32ca
05-15 | 18-30 | 40-55 | 70-82 | 120-135
5.23  | 2.48  | 1.38  | 0.55  | -
3.04  | 1.44  | 0.80  | 0.32  | -
0.25  | 0.12  | 0.08  | 0.04  | -
12    | 12    | 10    | 8     | -
36.5  | 39.4  | 43.7  | 48.5  | 47.3
37.3  | 38.4  | 30.1  | 27.8  | 25.9
61.2  | 58.0  | 54.3  | 50.0  | 51.3
0.5   | 0.7   | 0.4   | 0.2   | 0.3
1.2   | 1.5   | 1.0   | 0.7   | 0.6
-     | -     | -     | -     | -
0.6   | 0.7   | 0.6   | 0.4   | 0.4
-     | -     | -     | -     | -
6.1   | 6.4   | 6.9   | 7.9   | 8.0
5.6   | 5.8   | 6.1   | 7.6   | 7.6
22.8  | 25.6  | 37.4  | 44.0  | 40.9
34.3  | 30.3  | 43.2  | 49.2  | 45.4
