-     | -     | -     | -     | -     | -     |
226   | 227   | 228   | 229   | 230   | 231   | 232
A1    | B1    | B21t  | B22t  | B31ca | B32ca | Cca
00-06 | 06-15 | 15-27 | 31-41 | 46-62 | 72-84 | 93-100
4.40  | 3.91  | 3.48  | 2.09  | 0.90  | N.D.  | N.D.
0.270 | 0.240 | 0.200 | 0.420 | 0.070 | N.D.  | N.D.
10    | 9     | 10    | 10    | 7     | N.D.  | N.D.
29.80 | 34.40 | 39.60 | 53.10 | 43.10 | N.D.  | N.D.
24.20 | 28.30 | 26.90 | 16.10 | 15.90 | N.D.  | N.D.
51.90 | 50.10 | 46.30 | 36.30 | 44.70 | N.D.  | N.D.
3.50  | 2.70  | 2.70  | 2.00  | 2.40  | N.D.  | N.D.
7.90  | 6.90  | 6.10  | 4.60  | 4.90  | N.D.  | N.D.
6.30  | 5.50  | 4.80  | 3.60  | 4.20  | N.D.  | N.D.
0.60  | 0.40  | 0.50  | 0.40  | 0.70  | N.D.  | N.D.
-     | -     | -     | -     | -     | -     | -
6.0   | 6.3   | 6.3   | 7.1   | 7.7   | 7.9   | 7.9
5.7   | 5.9   | 5.9   | 6.2   | 6.5   | 6.8   | 6.8
32.70 | 37.00 | 40.40 | 48.80 | 44.40 | 32.40 | 32.70
-     | -     | -     | -     | 0.02  | 0.04  | 0.04
-     | -     | -     | -     | -     | -     | -
-     | -     | -     | -     | -     | -     | -
