-     | -     | -     | -     |
2052  | 2053  | 2054  | 2055  | 2056
A1    | B21t  | B22t  | B3ca  | Cca
02-10 | 24-35 | 52-63 | 70-85 | 110-130
5.47  | 3.69  | 1.95  | 1.09  | 0.36
0.26  | 0.14  | 0.09  | 0.06  | 0.04
12    | 15    | 13    | 11    | 5
29.84 | 49.00 | 51.28 | 45.30 | 43.85
27.96 | 21.83 | 21.03 | 25.05 | 25.00
67.12 | 49.34 | 47.27 | 52.84 | 54.59
0.56  | 0.40  | 0.39  | 0.30  | 0.15
2.47  | 1.25  | 1.05  | 1.51  | 1.30
0.01  | 0.01  | 0.01  | 0.05  | 0.11
-     | -     | -     | -     |
-     | -     | -     | -     |
0.0   | 0.0   | 3.12  | 6.82  | 7.83
6.3   | 7.1   | 8.6   | 8.4   | 8.6
5.5   | 6.0   | 7.2   | 7.4   | 7.3
0.308 | 0.346 | 0.365 | 1.799 | 0.847
32.18 | 50.33 | 50.71 | 44.35 | 43.20
25.37 | 42.39 | -     | -     | -
-     | -     | -     | -     |
2.40  | 3.48  | -     | -     | -
-     | -     | -     | -     |
1.15  | 1.29  | 0.73  | 0.57  | 0.59
-     | -     | -     | -     |
1.25  | 1.87  | 3.80  | 4.61  | 4.53
-     | -     | -     | -     |
-     | -     | -     | -     | -
-     | -     | -     | -     |
3.88  | 3.71  | 7.49  | 10.39 | 10.49
-     | -     | -     | -     |
32.53 | 50.07 | 52.04 | 53.29 | 42.54
5.52  | 1.67  | 1.05  | 1.05  | 0.43
