-     | -     | -     | -     | -      |
8553  | 8554  | 8555  | 8556  | 8557   | 8558
A1    | B21t  | B22t  | B23t  | B3     | C
02-08 | 13-39 | 45-60 | 66-80 | 85-110 | 125-132
8.66  | 1.56  | 1.44  | 0.73  | 0.30   | 0.08
0.43  | 0.14  | 0.09  | 0.08  | 0.04   | 0.03
11    | 6     | 9     | 5     | 3      | 1
41.22 | 45.16 | 52.11 | 50.37 | 45.53  | 40.71
28.76 | 25.39 | 24.68 | 29.13 | 33.23  | 34.97
55.75 | 50.31 | 45.05 | 46.85 | 51.37  | 55.74
0.62  | 2.74  | 0.49  | 1.16  | 1.56   | 0.60
1.94  | 1.61  | 2.29  | 1.57  | 1.48   | 2.91
0.27  | 0.18  | 0.06  | 0.05  | 0.06   | 0.04
-     | -     | -     | -     | -      | -
-     | -     | -     | -     | -      |
-     | -     | -     | -     | -      | -
5.6   | 6.3   | 6.9   | 7.4   | 7.7    | 7.9
4.9   | 5.2   | 5.5   | 6.0   | 6.2    | 6.3
1.17  | 0.75  | 0.86  | 0.79  | 0.57   | 0.54
36.3  | 37.4  | 42.4  | 39.1  | 34.5   | 30.6
45.90 | 48.76 | 56.00 | 54.65 | 50.01  | 45.77
