-     | -     |    -     |    -     |    -     |
339   | 340   |    341   |    342   |    343   |    344
Ap    | B1    |    B21t  |    B22ca |    B3ca  |    Cca
00-10 | 11-20 |    25-40 |    60-70 |    80-95 |    110-145
6.2   | 3.1   |    2.3   |    1.2   |    0.9   |    0.3
10    | 12    |    12    |    12    |    12    |    8
-     | -     |    -     |    -     |    -     |
33.0  | 39.    1    |     44.8 |     43.4 |     43.3 |       37.6
31.5  | 28.7  |    29.2  |    28.3  |    20.1  |    23.9
63.    4 |     55.3 |     52.4 |     54.1 |     53.4 |       53.8
1.1   | 1.3   |    1.0   |    0.9   |    1.1   |    1.0
1.7   | 1.4   |    1.3   |    1.1   |    1.5   |    1.1
0.8   | 0.7   |    0.5   |    0.5   |    0.7   |    0.5
0.0   | 0.0   |    0.0   |    0.0   |    0.0   |    0.0
0.0   | 0.0   |    0.0   |    6.0   |    6.1   |    11.7
5.9   | 6.1   |    6.7   |    7.8   |    8.0   |    8.1
5.4   | 5.5   |    6.0   |    6.8   |    6.9   |    7.0
39.6  | 38.6  |    43.6  |    39.8  |    39.3  |    36.6
0.2   | 1.0   |    0.2   |    3.5   |    4.3   |    4.3
40.6  | 43.2  |    50.3  |    48.3  |    47.6  |    44.5
