-     | -     | -     |
-     | -     | -     |
Ap    | AC    | C1    | C2
05-15 | 25-40 | 60-90 | 120-140
0.42  | 0.21  | 0.17  | 0.00
-     | -     | -     | -
-     | -     | -     |
7.20  | 7.70  | 7.50  | 7.00
0.80  | 1.50  | 1.80  | 0.50
2.70  | 2.50  | 2.90  | 1.50
1.00  | 1.00  | 1.00  | 0.80
41.10 | 41.60 | 42.00 | 44.80
43.50 | 44.60 | 45.00 | 43.50
2.70  | 2.10  | 1.10  | 1.20
1.00  | 1.00  | 0.50  | 1.30
0.0   | 0.0   | 0.0   | 0.0
5.4   | 5.5   | 5.6   | 5.7
4.4   | 4.4   | 4.4   | 4.8
1.22  | 1.02  | 1.02  | 0.61
1.9   | 1.7   | 1.7   | 1.8
26.0  | 30.0  | 20.0  | 46.0
