-     | -     | -     | -     | -     |
366   | 367   | 368   | 369   | 370   | 371
Ap    | A3    | B21t  | B22ca | B3ca  | Cca
00‑14 | 14‑25 | 27‑37 | 48‑65 | 68‑82 | 105‑130
2.65  | 2.07  | 1.18  | 0.74  | 0.53  | 0.18
11    | 12    | 10    | 10    | 11    | 9
22.0  | 23.9  | 42.7  | 47.0  | 54.4  | 45.1
21.0  | 24.9  | 23.6  | 21.0  | 18.3  | 28.1
50.6  | 48.9  | 43.8  | 42.0  | 37.0  | 51.1
2.2   | 2.4   | 1.5   | 1.4   | 1.3   | 0.9
13.0  | 13.3  | 6.5   | 5.0   | 4.0   | 1.9
11.6  | 11.1  | 5.0   | 4.2   | 3.0   | 0.1
0.6   | 0.4   | 0.5   | 0.4   | 0.3   | 0.1
0.0   | 0.0   | 0.0   | 0.0   | 1.0   | 0.0
5.8   | 5.5   | 6.0   | 6.9   | 7.7   | 7.3
5.5   | 5.2   | 5.3   | 6.1   | 6.7   | 6.4
25.1  | 22.0  | 33.7  | 36.4  | 35.7  | 32.2
-     | -     | -     | -     | -     |
16.0  | 12.1  | 23.7  | 26.1  | 0.0   | 24.3
-     | -     | -     | -     | -     |
3.9   | 3.7   | 5.2   | 6.4   | 0.0   | 5.7
-     | -     | -     | -     | -     |
1.3   | 0.6   | 1.0   | 0.9   | 0.9   | 1.0
-     | -     | -     | -     | -     |
0.1   | 0.1   | 0.3   | 0.8   | 0.9   | 0.8
-     | -     | -     | -     | -     |
0.0   | 0.0   | 0.0   | 0.0   | 0.0   | 0.0
0.4   | 0.5   | 0.9   | 2.2   | 2.5   | 2.5
