-     | -     | -     | -     | -      |
239   | 240   | 241   | 242   | 243    | 244
A1    | B1    | B21t  | B22t  | B3ca   | Cca
00-11 | 15-25 | 30-45 | 60-80 | 88-100 | 125-135
4.4   | 3.2   | 2.5   | 1.4   | 0.4    | o.3
-     | -     | -     | -     | -      |
-     | -     | -     | -     | -      |
10    | 11    | 11    | 10    | 7      | 5
27.6  | 33.0  | 45.6  | 54.0  | 43.9   | 30.9
30.7  | 30.4  | 22.3  | 21.0  | 20.9   | 22.7
64.9  | 59.8  | 48.1  | 39.2  | 49.9   | 62.8
3.0   | 3.2   | 2.6   | 2.7   | 3.4    | 3.6
3.1   | 2.7   | 2.3   | 2.2   | 1.9    | 1.9
1.3   | 1.2   | 1.3   | 1.9   | 0.8    | 0.7
0.1   | 0.1   | 0.1   | -     | 0.1    | 0.1
-     | -     | -     | -     | 4.5    | 12.0
5.4   | 5.4   | 5.2   | 6.1   | 7.5    | 7.6
5.1   | 4.8   | 4.8   | 5.5   | 6.6    | 6.9
30.6  | 31.0  | 41.0  | 42.5  | 30.5   | 32.3
0.3   | 0.3   | 0.2   | 0.7   | 0.9    | 0.6
29.4  | 31.0  | 38.6  | 42.6  | 35.3   | 32.1
-     | -     | -     | -     | -      | -
