-     | -     | -     | -     | -     | -      |
A1    | B1    | B21   | B22   | B31ca | B32ca  | Cca
00-18 | 18-27 | 27-52 | 52-77 | 77-92 | 92-110 | 110+
4,68  | 3,06  | 1,82  | 1,41  | 0,99  | 0,45   | 0,31
2,72  | 1,78  | 1,06  | 0,82  | 0,58  | 0,26   | 0,18
0,21  | 0,14  | 0,07  | 0,05  | 0,03  | 0,02   | 0,01
13    | 13    | 15    | 16    | 19    | 13     | 18
0,07  | 0,10  | 0,11  | 0,13  | ND    | 0,12   | 0,12
0,0   | 0,0   | 0,0   | Vest. | 5,95  | 9,92   | 9,84
-     | -     | -     | -     | -     | -      |
-     | -     | -     | -     | -     | -      |
-     | -     | -     | -     | -     | -      |
5,6   | 5,3   | 5,8   | 6,4   | 7,1   | 7,2    | 7,3
5,3   | 5,0   | 5,0   | 5,8   | 6,9   | 7,0    | 7,0
-     | -     | -     | -     | -     | -      |
-     | -     | -     | -     | -     | -      |
-     | -     | -     | -     | -     | -      |
0,22  | 0,98  | 2,72  | 3,15  | ND    | ND     | ND
-     | -     | -     | -     | -     | -      | 1,72
0,01  | 0,01  | 0,05  | 0,05  | 0,29  | 0,32   | 0,26
24,33 | 25,10 | 26,61 | 34,00 | ND    | ND     | ND
36,00 | 2,45  | 2,17  | 5,13  | ND    | ND     | ND
27,93 | 27,55 | 28,78 | 39,13 | 39,49 | 36,03  | 35,50
87    | 91    | 92    | 87    | ND    | ND     | ND
-     | -     | -     | -     | -     | -      |
-     | -     | -     | -     | -     | -      | 4,8
5,8   | 4,3   | 3,4   | 4,3   | 4,9   | 1,6    | 1,6
