-     | -     | -     | -     |
2422  | 2423  | 2424  | 2425  | 2426
A1    | B21t  | B22t  | B31ca | B32ca
04-16 | 28-43 | 50-65 | 75-85 | 100-116
4,50  | 1,97  | 1,63  | 1,90  | 0,17
0,00  | 0,00  | 0,00  | 0,00  | 0,00
10    | 8     | 6     | 6     | N.D.
0,01  | 0,01  | 0,05  | 0,02  | 0,08
0,0   | 0,0   | 0,0   | 3,2   | 4,5
5,8   | 6,5   | 7,2   | 8,2   | 8,4
4,5   | 5,1   | 6,2   | 7,1   | 7,6
28,40 | 39,80 | 42,00 | N.D.  | N.D.
1,94  | 2,46  | 2,38  | -     | -
26,20 | 40,50 | 42,60 | 38,60 | 35,10
