-     | -     | -     | -     | -     | -     |
6871  | 6872  | 6873  | 6874  | 6875  | 6876  | 6877
Ap    | A12   | B21t  | B22   | B23   | B3    | Cca
05-15 | 20-38 | 41-48 | 55-60 | 65-72 | 80-90 | 120-135
2.55  | 3.31  | 1.95  | 1.36  | 1.06  | 0.68  | 0.30
1.48  | 1.93  | 1.13  | 0.79  | 0.62  | 0.40  | 0.17
0.123 | 0.155 | 0.072 | 0.052 | 0.037 | 0.026 | 0.017
12.03 | 12.45 | 15.69 | 15.19 | 16.76 | 15.38 | 10.00
18.18 | 21.83 | 35.94 | 41.53 | 36.77 | 36.03 | 29.08
24.72 | 28.60 | 24.31 | 22.40 | 28.42 | 25.88 | 31.12
44.90 | 45.47 | 37.25 | 35.34 | 41.00 | 41.45 | 47.04
0.50  | 0.38  | 0.30  | 0.31  | 0.25  | 0.25  | 0.28
35.45 | 31.33 | 25.52 | 21.61 | 21.10 | 21.41 | 22.97
-     | -     | -     | -     | -     | -     | -
0.97  | 0.99  | 0.99  | 1.21  | 0.88  | 0.86  | 0.63
0.0   | 0.0   | 0.0   | 0.0   | 0.0   | 0.63  | 1.18
6.9   | 6.8   | 6.8   | 6.9   | 6.9   | 6.9   | 7.3
6.2   | 6.1   | 6.0   | 6.1   | 6.1   | 6.0   | 6.2
0.263 | 0.208 | 0.249 | 0.385 | 0.400 | 0.387 | 0.393
18.90 | 22.24 | 33.90 | 40.80 | 35.80 | 30.80 | 28.06
2.80  | 2.07  | 1.27  | 1.37  | 1.54  | 1.72  | 2.60
21.40 | 24.36 | 38.09 | 43.30 | 39.05 | 36.04 | 30.57
3.5   | 3.2   | 2.0   | 1.9   | 1.9   | 1.8   | 1.8
