-  | -     | -     | -     |
-  | -     | -     | -     |
O1 | A1    | IIC1  | IIIC2 | IVC3
-  | 0-10  | 15-35 | 50-65 | 80-110
-  | 16.17 | 1.69  | 0.23  | -
-  | 9.38  | 0.98  | 0.13  | -
-  | 0.365 | 0.101 | -     | -
-  | 26    | 10    | -     | -
-  | 58.3  | 46.0  | 14.8  | 16.9
-  | 30.5  | 40.3  | 5.5   | 8.7
-  | 37.7  | 49.7  | 23.5  | 29.8
-  | 2.9   | 2.6   | 28.6  | 29.1
-  | 0.2   | 1.4   | 21.3  | 19.8
-  | 0.8   | 0.2   | 11.5  | 4.3
-  | 0.1   | 0.1   | 0.3   | 0.1
-  | -     | -     | -     | -
-  | -     | -     | -     | -
-  | -     | -     | -     |
-  | 0     | 0     | 0     | 0
-  | 5.8   | 32.9  | 10.6  | 13.7
-  | 4814  | 4348  | 9007  | 2097
-  | 5.8   | 5.6   | 6.0   | 5.5
-  | 5.9   | 6.3   | 6.5   | 4.6
-  | 4.8   | 4.8   | 5.4   | 4.9
-  | -     | -     | -     | -
-  | -     | -     | -     | -
-  | 0.8   | 0.8   | 0.2   | 0.6
-  | 0.8   | 0.3   | 0.1   | 0.1
-  | 31.4  | 10.0  | 2.2   | 3.7
-  | 2     | 3     | 3     | 8
-  | 22.0  | 9.2   | -     | -
-  | 51.6  | 23.5  | 5.8   | 7.7
-  | 43    | 39    | -     | -
