-     |  -     |     -     |
10787 |  10788 |     10789 |     10790
A1    |  B21   |     B22   |     B3
05-15 |  20-35 |     45-60 |     75-90
7.21  |  2.62  |     0.90  |     0.74
4.19  |  1.53  |     0.52  |     0.43
0.369 |  0.109 |     0.053 |     0.038
11.36 |  14.04 |     9.81  |     11.32
25     22 |     34.28 |     37.20 |     36.18
32.12 |  29.98 |     27.15 |     27.54
66.30 |  55.83 |     58.43 |     55.04
2.03  |  2.01  |     0.99  |     1.38
6.29  |  7.43  |     3.23  |     7.00
-     |  -     |     -     |     -
0.16  |  0.37  |     0.12  |     0.31
-     |  0.08  |     0.03  |     0.09
0.0   |  0.0   |     7.17  |     0.0
8.2   |  8.7   |     8.6   |     8.4
7.5   |  7.5   |     7.5   |     7.1
33.10 |  30.35 |     36.89 |     31.53
0.025 |  0.028 |     0.018 |     0.014
27.06 |  36.17 |     39.49 |     38.42
18.20 |  8.20  |     6.00  |     4.70
