-     | -     | -     | -     | -     | -       | -      |
3183  | 3184  | 3185  | 3186  | 3187  | 3188    | 3189   | 3190
A11   | A12   | B1    | B21t  | B22t  | B31cacs | B32ca  | C
01-10 | 14-20 | 25-33 | 38-53 | 60-72 | 77-89   | 95-110 | 130-150
3.92  | 3.09  | 2.34  | 1.48  | 1.10  | 0.99    | 0.48   | 0.34
0.18  | 0.12  | 0.09  | 0.07  | 0.05  | 0.03    | 0.03   | 0.03
13    | 15    | 14    | 12    | 12    | 19      | 9      | 7
24.97 | 29.86 | 36.93 | 53.10 | 48.05 | 49.96   | 43.83  | 41.89
40.69 | 46.07 | 38.21 | 39.49 | 35.78 | 31.62   | 35.78  | 35.81
74.59 | 69.68 | 62.62 | 46.53 | 51.63 | 49.82   | 55.76  | 57.73
0.21  | 0.26  | 0.23  | 0.21  | 0.18  | 0.12    | 0.20   | 0.20
0.22  | 0.19  | 0.21  | 0.16  | 0.13  | 0.12    | 0.20   | 0.20
0.00  | 0.00  | 0.00  | 0.00  | 0.00  | 0.00    | 0.00   | 0.00
0.01  | 0.01  | 0.01  | 0.00  | 0.01  | 0.00    | 0.02   | 0.02
0.00  | 0.00  | 0.00  | 0.00  | 0.00  | 0.00    | 0.00   | 0.00
0.0   | 0.0   | 0.0   | 0.3   | 0.7   | 0.9     | 1.7    | 0.0
6.3   | 6.6   | 6.8   | 7.5   | 7.4   | 7.4     | 7.7    | 7.8
5.1   | 5.3   | 5.7   | 6.6   | 6.9   | 6.9     | 7.1    | 6.2
34.38 | 35.46 | 37.60 | 44.44 | 41.86 | 44.64   | 37.20  | 35.32
15.50 | 19.35 | 23.93 | 32.35 | 45.89 | N.D.    | N.D.   | N.D.
-     | -     | -     | -     | -     | -       | -      |
2.06  | 3.67  | 3.66  | 4.05  | 10.53 | N.D.    | N.D.   | N.D.
-     | -     | -     | -     | -     | -       | -      |
0.09  | 0.05  | 0.12  | 0.12  | 0.14  | 0.14    | 0.14   | 0.14
-     | -     | -     | -     | -     | -       | -      |
0.45  | 0.85  | 1.42  | 2.10  | 1.95  | 2.17    | 3.15   | 3.07
-     | -     | -     | -     | -     | -       | -      |
N.D.  | N.D.  | N.D.  | N.D.  | N.D.  | N.D.    | N.D.   | N.D.
1.31  | 2.40  | 3.78  | 4.73  | 4.66  | 4.86    | 8.47   | 8.69
28.31 | 30.63 | 35.75 | 38.29 | N.D.  | N.D.    | N.D.   | N.D.
3.44  | 2.40  | 2.72  | 2.40  | 1.60  | 2.40    | 1.60   | N.D.
