- | -    | 345  | 401  | 423 | 397
- | -    | -    | -    | -   |
d | Ca++ | 25.8 | 30.2 | -   | -
e | -    | -    | -    | -   |
- | Mg++ | 3.4  | 4.0  | -   | -
c | -    | -    | -    | -   |
a | K+   | 0.6  | 0.9  | 1.1 | 1.2
m | -    | -    | -    | -   |
b | Na+  | 0.7  | 2.4  | 3.5 | 4.0
i | -    | -    | -    | -   |
o | H+   | 5.5  | 3.2  | -   | -
- | -    | 2.0  | 6.0  | 8.3 | 10.0
