-     | -     | -     | -     |
803   | 804   | 805   | 806   | 807
A1    | B21t  | B22t  | B3ca  | Cca      (g)
02-13 | 21-28 | 52-68 | 79-89 | 105-115
3.84  | 1.86  | 1.17  | 0.40  | 0.26
0.22  | 0.10  | 0.07  | 0.30  | 0.03
10    | 11    | 10    | 8     | 7
25.20 | 33.70 | 41.80 | 40.80 | 35.60
36.70 | 30.20 | 32.00 | 30.00 | 31.10
73.90 | 65.40 | 57.20 | 58.40 | 63.70
0.40  | 0.30  | 0.30  | 0.30  | 0.30
0.30  | 0.40  | 0.40  | 0.30  | 0.30
0.20  | 0.20  | 0.30  | 0.20  | 0.10
0.00  | 0.00  | 0.00  | 0.00  | 0.00
0.0   | 0.0   | 0.4   | 3.3   | 2.0
5.4   | 6.1   | 7.4   | 8.0   | 7.7
4.8   | 5.0   | 6.1   | 6.8   | 6.4
23.40 | 33.30 | 37.20 | 32.50 | 31.50
2.14  | 3.00  | 5.91  | 18.46 | 11.75
37.50 | 41.80 | 31.50 | 47.20 | 46.90
