-     | -     | -     |
907   | 908   | 909   | 910
Ap    | AC    | C1    | C2
05-16 | 28-42 | 65-85 | 140-160
0,42  | 0,21  | 0,17  | 0,00
-     | -     | -     | -
-     | -     | -     | -
1,10  | 1,40  | 0,50  | 1,30
0,0   | 0,0   | 0,0   | 0,0
5,4   | 5,6   | 5,6   | 5,7
4,4   | 4,4   | 4,4   | 4,8
1,22  | 1,02  | 1,02  | 0,61
4,92  | 4,90  | 6,86  | 21,31
1,9   | 1,7   | 1,7   | 1,8
26,0  | 30,0  | 20,0  | 46,0
