-     | -     | -     | -     |
902   | 903   | 904   | 905   | 906
Ap    | A1    | I/II  | II    | III
00-10 | 20-32 | 43-50 | 60-75 | 83-95
1,50  | 1,30  | 1,40  | 0,40  | 0,20
0,09  | 0,08  | 0,08  | -     | -
10    | 10    | 11    | -     | -
0,00  | 0,00  | 3,40  | 0,50  | 0,40
-     | -     | -     | -     | -
5,4   | 5,7   | 5,9   | 6,2   | 6,6
4,6   | 4,9   | 4,7   | 4,9   | 5,2
5,80  | 7,70  | 21,70 | 20,10 | 17,70
0,86  | 1,30  | 0,46  | 0,50  | 0,56
9,2   | 10,5  | 22,8  | 20,9  | 19,6
30,0  | 33,0  | 66,0  | 70,0  | 75,0
