-     | -     | -     | -     |
739   | 740   | 741   | 742   | 743
A1    | B21t  | B22t  | B23ca | B3ca
00-12 | 13-22 | 26-37 | 50-62 | 76-95
3.33  | 1.90  | 1.72  | 1.35  | 1.04
1.94  | 1.10  | 1.00  | 0.79  | 0.61
0.189 | 0.107 | 0.099 | 0.075 | 0.064
10    | 10    | 10    | 10    | 9
29.1  | 34.5  | 41.2  | 48.7  | 42.4
34.5  | 35.2  | 31.2  | 21.0  | 29.1
70.0  | 64.5  | 57.9  | 50.8  | 56.8
0.3   | 0.3   | 0.3   | 0.2   | 0.3
0.5   | 0.4   | 0.3   | 0.2   | 0.2
0.2   | 0.3   | 0.3   | 0.1   | 0.2
0.0   | 0.0   | 0.0   | 0.0   | 0.0
0.0   | 0.0   | 0.0   | 1.4   | 1.3
5.7   | 6.5   | 7.2   | 7.7   | 7.7
5.0   | 5.4   | 6.0   | 6.5   | 6.6
27.1  | 33.0  | 39.8  | 40.2  | 38.4
2.9   | 4.5   | 5.3   | 6.9   | 7.3
33.1  | 40.0  | 47.5  | 50.2  | 49.5
-     | -     | -     | 0.1   | -
