-     | -     | -     | -     | -     |
6.083 | 6.084 | 6.085 | 6.086 | 6.087 | 6.088
A1    | B21t  | B22t  | B31ca | B32ca | Cca
00‑10 | 15‑30 | 37‑48 | 53‑64 | 70‑80 | 125+
4.01  | 2.83  | 1.67  | 1.17  | 0.62  | 0.64
0.29  | 0.13  | 0.10  | 0.07  | 0.03  | 0.03
8     | 12    | 9     | 10    | 11    | 12
29.12 | 39.44 | 42.14 | 46.46 | 40.91 | 38.21
37.61 | 37.37 | 35.48 | 33.82 | 30.53 | 34.02
69.52 | 59.11 | 57.00 | 52.61 | 57.91 | 57.62
0.66  | 0.87  | 0.44  | 0.33  | 0.31  | 0.30
0.66  | 0.56  | 0.40  | 0.52  | 0.78  | 3.84
0.00  | 0.00  | 0.00  | 0.00  | 0.00  | 0.00
0.04  | 0.02  | 0.02  | 0.08  | 0.09  | 0.03
-     | -     | 2.8   | 1.9   | 1.7   | 14.6
6.4   | 7.9   | 8.1   | 8.2   | 7.6   | 8.3
5.4   | 6.6   | 6.9   | 7.0   | 7.0   | 7.1
25.14 | 23.46 | 25.06 | 28.54 | 20.97 | 16.57
10.21 | 15.37 | 15.76 | 14.47 | N.D   | 11.84
-     | -     | -     | -     | -     |
3.54  | 3.24  | 3.44  | 3.62  | N.D   | 1.58
-     | -     | -     | -     | -     |
N.D.  | N.D.  | N.D.  | N.D.  | N.D.  | N.D.
-     | -     | -     | -     | -     |
N.D.  | N.D.  | N.D.  | N.D.  | N.D.  | N.D.
-     | -     | -     | -     | -     |
5.05  | 1.26  | 1.68  | 0.84  | 0.84  | 0.84
32.81 | 44.49 | 44.25 | 41.44 | 36.03 | 34.22
4.24  | 4.35  | 3.49  | 3.46  | 4.34  | 4.27
