-     | -     | -     | -     |
378   | 379   | 380   | 381   | 382
A1    | B21   | B22ca | B3ca  | Cca
00‑07 | 14‑27 | 35‑55 | 60‑80 | 102‑118
3.0   | 2.4   | 2.1   | 1.1   | 0.3
‑     | ‑     | ‑     | ‑     | ‑
13    | 11    | 14    | 11    | 7
39.7  | 52.0  | 52.3  | 47.9  | 43.2
26.6  | 20.5  | 21.6  | 20.9  | 19.6
55.7  | 44.7  | 45.3  | 49.0  | 53.3
1.2   | 0.8   | 0.6   | 0.8   | 0.9
2.4   | 1.5   | 1.2   | 1.5   | 1.8
1.0   | 0.7   | 0.6   | 0.8   | 0.8
‑     | ‑     | ‑     | ‑     | ‑
0.0   | 0.3   | 3.0   | 2.8   | 9.3
6.3   | 7.5   | 8.1   | 8.1   | 8.3
5.7   | 6.4   | 7.0   | 7.0   | 7.1
35.0  | 41.7  | 45.1  | 41.7  | 34.8
‑     | ‑     | ‑     | -     | ‑
-     | -     | -     | -     |
‑     | ‑     | ‑     | ‑     | ‑
-     | -     | -     | -     |
1.2   | 1.1   | 0.9   | 1.0   | 1.2
-     | -     | -     | -     |
2.1   | 3.8   | 5.7   | 3.9   | 5.2
-     | -     | -     | -     |
‑     | ‑     | ‑     | ‑     | ‑
6.0   | 9.1   | 12.6  | 9.4   | 14.9
-     | -     | -     | -     |
43.1  | 51.2  | 56.6  | 46.9  | 45.6
-     | -     | -     | 0.2   | -
