er1124c: -|-|-|-|-|
NÂ° 				de registro: 10725|10726|10727|10728|10729|10730
Horizonte: A11|A12|B21t|B22t|B3|C
Profundidad 				(cm): 05-19|26-40|46-60|72-95|105-120|140-150
Mat.orgÃ¡nica 				(%): 3.12|2.06|0.95|0.95|0.29|0.22
C 				(%): 1.81|1.19|0.55|0.55|0.17|0.13
N 				(%): 0.152|0.090|0.086|0.070|0.045|0.036
C/N: 11.91|13.22|6.40|7.86|3.78|3.61
T 				                        <2 Âµ: 20.53|21.04|34.32|33 				84|30.01|26.35
E 				                     2-20 Âµ: 27.04|22.97|22.05|21.28|20.27|20 				00
X 				                    2-50 Âµ: 51.59|48 				06|41 				45|41 				56|49 				31|44.07
T 				                 50-100 Âµ: 1.89|2.28|1.36|1 				95|2 				68|2 				77
U 				               100-250 Âµ: 24 				27|26.94|20.99|20 				86|17.04|25.10
R 				               250-500 Âµ: -|-|-|-|-|-
A 				             500-1000 Âµ: 1.72|1.68|1.79|1.68|0.85|1.68
1000-2000 				Âµ: -|-|0.09|0.11|0.07|0.03
CO3Ca 				(%): 0.0|0.0|0.0|0.0|0.0|0.0
PH 				H2O: 6 				3|6 				1|6.8|7.2|7.3|7.5
PH 				ClK: 5.2|5.1|5.1|5.4|5.4|5.5
Ca 				pacidad de intercambio catiÃ³nico (m.e./100 g) =  Valor 				T: 17.41|17.93|25.92|23.95|24.22|22.78
% 				Na/T: 0.017|0.015|0.015|0.021|0.018|0.018
Equivalente 				de humedad (%): 21.09|20.87|31.48|30 				82|29.21|27.58
P 				disponible (ppm): 6.40|5.30|3.50|3.40|3.30|3.20
