er158c: -|-|-|-|-|
NÂº 				de registro: 1.097|1.098|1.099|1.100|1.101|1.102
Horizonte: Ap|B1|B21t|B22tca|B31ca|B32ca
Profundidad 				(cm): 00-07|09-18|28-38|48-80|84-96|105-110
Mat.orgÃ¡nica 				(%): 2.8|2.5|2.2|1.6|0.8|0.3
N 				(%): 0.15|0.14|0.14|0.10|0.05|0.03
C/N: 11|10|9|9|9|6
T: -|-|-|-|-|
E 				                             <2 Âµ: 25.5|27.2|49.1|47.3|36.2|33.7
X 				                         2-20 Âµ: 27.0|28.2|21.0|22.1|18.1|19.1
T 				                         2-50 Âµ: 72.9|71.7|50.1|51.8|62.9|65.4
U 				                    50-100 Âµ: 0.8|0.8|0.6|0.4|0.6|0.6
R 				                  100-500 Âµ: 0.8|0.3|0.2|0.5|0.3|0.3
A 				                500-1000 Âµ: 0.0|0.0|0.0|0.0|0.0|0.0
CO3Ca 				(%): 0.0|0.0|0.0|2.1|3.6|5.8
pH 				H2O: 7.0|7.0|7.0|8.2|8.4|8.5
pH 				ClK: 6.0|5.9|6.1|6.7|6.9|6.9
Conductividad(mmhos/cm): 0.6|0.6|0.8|0.9|0.9|0.9
Capacidad 				de intercambio   catiÃ³nico 				(m.e./100 g) =  Valor 				T: 30.9|35.6|45.0|44.7|43.0|38.6
% 				Na/T: 2.6|4.2|6.0|9.4|11.9|9.6
Equivalente 				de humedad (%): 38.4|41.2|54.6|58.0|52.9|51.1
FÃ³sforo 				asimilable  (ppm): -|-|-|-|-|-
