er28c: -|-|-|-|-|
NÂ° 				de registro: 233|234|235|236|237|238
Horizonte: A1|B1|B21t|B22t|B3ca|Cca
Profundidad 				(cm: 00-10|19-31|35-50|70-80|95-105|130-140
Mat.orgÃ¡nica 				(%): 3.50|3.10|1.80|1.20|0.40|0.20
C/N: 11.00|11.00|10.00|9.00|7.00|N/D
T 				                        <2 Âµ: 21.30|23.20|40.00|42.00|41.10|42.80
E 				                     2-20 Âµ: 26.90|23.20|20.00|20.00|20.30|10.00
X 				                    2-50 Âµ: 47.70|50.10|36.60|35.80|38.50|25.40
T 				                 50-100 Âµ: 3.10|2.30|2.20|2.30|3.00|1.50
U 				              100-250 Âµ: 13.50|11.30|10.00|8.40|8.40|15.00
R 				               250-500 Âµ: 13.40|12.00|9.80|9.90|7.90|13.80
A 				            500-1000 Âµ: 1.00|1.10|1.40-|1.40|1.10|1.30
CO3Ca 				(%): -|-|-|-|1.00|10.00
pH 				H2O: 5.2|5.0|5.4|6.2|7.3|7.6
pH 				ClK: 4.8|4.5|4.7|5.4|6.5|6.8
Conductividad 				elÃ©ctrica mmhos/cm: -|-|-|-|-|
Capacidad 				de intercambio catiÃ³nico (m.e./100 g) = Valor 				T: 22.30|22.20|36.10|34.90|28.30|27.10
% 				Na/T: 0.45|0.45|0.28|0.57.|0.71|1.11
Equivalente 				de  humedad  (%): 22.00|22.20|35.10|35.40|31.50|27.80
P 				disponible  (ppm): -|-|-|-|-|-
