er64c: -|-|-|-|
NÂº 				de registro: 803|804|805|806|807
Horizonte: A1|B21t|B22t|B3ca|Cca 				(g)
Profundidad 				(cm): 02-13|21-28|52-68|79-89|105-115
Mat.orgÃ¡nica 				(%): 3.84|1.86|1.17|0.40|0.26
N 				(%): 0.22|0.10|0.07|0.30|0.03
C/N: 10|11|10|8|7
T 				                            <2 Âµ: 25.20|33.70|41.80|40.80|35.60
E 				                         2-20 Âµ: 36.70|30.20|32.00|30.00|31.10
X 				                         2-50 Âµ: 73.90|65.40|57.20|58.40|63.70
T 				                     50-100 Âµ: 0.40|0.30|0.30|0.30|0.30
U          				          100-250 Âµ: 0.30|0.40|0.40|0.30|0.30
R 				                   250-500 Âµ: 0.20|0.20|0.30|0.20|0.10
A 				                 500-1000 Âµ: 0.00|0.00|0.00|0.00|0.00
CO3Ca 				(%): 0.0|0.0|0.4|3.3|2.0
pH 				H2O: 5.4|6.1|7.4|8.0|7.7
pH 				ClK: 4.8|5.0|6.1|6.8|6.4
Capacidad 				de intercambio catiÃ³nico 				(m.e./100 g) = Valor 				T: 23.40|33.30|37.20|32.50|31.50
% 				Na/T: 2.14|3.00|5.91|18.46|11.75
Equivalente 				de humedad (%): 37.50|41.80|31.50|47.20|46.90
