er266c: -|-|-|-|
NÂ° 				de registro: 2422|2423|2424|2425|2426
Horizonte: A1|B21t|B22t|B31ca|B32ca
Profundidad 				(cm: 04-16|28-43|50-65|75-85|100-116
Mat.orgÃ¡nica 				(%): 4,50|1,97|1,63|1,90|0,17
N 				(%): 0,00|0,00|0,00|0,00|0,00
C/N: 10|8|6|6|N.D.
1000-2000 				Âµ: 0,01|0,01|0,05|0,02|0,08
CO3Ca 				(%): 0,0|0,0|0,0|3,2|4,5
pH 				H2O: 5,8|6,5|7,2|8,2|8,4
pH 				ClK: 4,5|5,1|6,2|7,1|7,6
Capacidad 				de intercambio catiÃ³nico (m.e./100 				g) =  Valor 				T: 28,40|39,80|42,00|N.D.|N.D.
% 				Na/T: 1,94|2,46|2,38|-|-
Equivalente 				de  humedad  (%): 26,20|40,50|42,60|38,60|35,10
