valor_t: -|-|3021|2966|4465|5122|4346|3995|3982
: -|-|-|-|-|-|-|-|
: d|Ca++|26.02|35.40|39.82|44.65|ND|ND|ND
C: e|-|-|-|-|-|-|-|
A: -|Mg++|0.43|0.81|1.86|2.20|ND|ND|ND
T: c|-|-|-|-|-|-|-|
I: a|K+|0.92|0.36|0.94|1.51|1.44|0.46|0.48
O: m|-|-|-|-|-|-|-|
N: b|Na+|0.57|0.87|1.55|2.50|3.31|2.33|2.41
E: i|-|-|-|-|-|-|-|
S: o|H+|-|-|-|-|-|-|-
% Na/T: -|-|1.88|2.93|3.47|4.88|7.62|5.83|6.05
