er521c: -|-|-|-|-|
NÂ° 				de registro: 1.630|1.626|1.627|1.624|1.625|1.629
Horizonte: A11|A12|A2|B21t|B22t|B3ca
Profundidad 				(cm): 01-12|14-20|25-35|46-57|67-78|85-97
Mat.orgÃ¡nica 				(%): 6.42|3.25|1.00|0.86|0.45|0.14
N 				(%): 0.39|0.25|0.18|0.07|0.05|0.05
C/N: 8|7|3|7|5|2
T 				                           <2 Âµ: 29.38|29.90|19.90|36.67|43.32|37.39
E 				                        2-20 Âµ: 35.81|31.85|38.02|29.86|26.58|29.42
X 				                        2-50 Âµ: 67.98|67.95|76.34|60.12|54.13|60.17
T 				                    50-100 Âµ: 0.12|0.10|0.09|0.15|0.02|0.06
U 				                  100-250 Âµ: 0.75|0.70|0.96|0.75|0.61|0.58
R 				                  250-500 Âµ: 1.63|1.49|2.56|2.24|1.83|1.72
A 				               500-1000 Âµ: 1.14|0.04|0.16|0.04|0.06|0.08
1000-2000 				Âµ: 0.00|0.00|0.00|0.04|0.04|0.00
CO3Ca 				(%): 0.0|0.0|0.0|0.0|0.0|1.7
PH 				H2O: 5.8|5.9|6.2|6.4|6.9|7.7
PH 				ClK: 4.1|4.5|5.4|5.1|5.5|6.4
Capacidad 				de intercambio catiÃ³nico (m.e./100 g) = Valor 				T: 28.5|29.4|19.2|34.0|32.4|48.4
Equivalente 				de humedad 				(%): 39.85|29.58|23.89|34.19|41.60|36.68
