er256c: -|-|-|-|
NÂ° 				de registro: 1259|1260|1261|1262|1263
Horizonte: A1|A3|B21t|B22t|B3ca
Profundidad 				(cm: 00-10|16-28|30-35|60-73|100-115
Mat.orgÃ¡nica 				(%): 5,19|1,80|1,61|0,91|0,24
N 				(%): 0,93|0,42|0,72|0,45|0,24
C/N: 3|2|1|1|1
CO3Ca 				(%): 0,0|0,0|0,0|0,0|6,3
pH 				H2O: 5,6|5,6|6,1|6,6|7,7
pH 				ClK: 4,5|4,3|4,2|4,9|5,7
Capacidad 				de intercambio catiÃ³nico  (m.e./100 				g) =  Valor 				T: 20,60|23,80|33,50|34,70|30,60
% 				Na/T: 1,21|1,05|2,54|2,45|2,71
Equivalente 				de  humedad  (%): 21,40|23,50|31,90|33,30|29,70
