er215c: -|-|-|-|-|
NÂ° 				de registro: 239|240|241|242|243|244
Horizonte: A1|B1|B21t|B22t|B3ca|Cca
Profundidad 				(cm): 00-11|15-25|30-45|60-80|88-100|125-135
Mat.orgÃ¡nica 				(%): 4.4|3.2|2.5|1.4|0.4|o.3
C 				(%): -|-|-|-|-|
N 				(%): -|-|-|-|-|
C/N: 10|11|11|10|7|5
T 				                         <2 Âµ: 27.6|33.0|45.6|54.0|43.9|30.9
E 				                      2-20 Âµ: 30.7|30.4|22.3|21.0|20.9|22.7
X 				                      2-50 Âµ: 64.9|59.8|48.1|39.2|49.9|62.8
T 				                  50-100 Âµ: 3.0|3.2|2.6|2.7|3.4|3.6
U 				                100-250 Âµ: 3.1|2.7|2.3|2.2|1.9|1.9
R 				                250-500 Âµ: 1.3|1.2|1.3|1.9|0.8|0.7
A 				              500-1000 Âµ: 0.1|0.1|0.1|-|0.1|0.1
CO3Ca 				(%): -|-|-|-|4.5|12.0
PH 				H2O: 5.4|5.4|5.2|6.1|7.5|7.6
PH 				ClK: 5.1|4.8|4.8|5.5|6.6|6.9
Capacidad 				de intercambio catiÃ³nico (cmol(c)kg-1) =  Valor 				T: 30.6|31.0|41.0|42.5|30.5|32.3
% 				Na/T: 0.3|0.3|0.2|0.7|0.9|0.6
Equivalente 				de   humedad 				(%): 29.4|31.0|38.6|42.6|35.3|32.1
P 				disponible (ppm): -|-|-|-|-|-
