er764c: -|-|-|-|-|-|
NÂº 				de registro: 5.152|5.153|5.154|5.155|5.156|5.157|5.158
Horizonte: A11|A12|A2|B21t|B22t|B3|C
Profundidad 				(cm): 08-26|34-48|52-62|75-95|115-130|146-160|170-200
Materia 				orgÃ¡nica (%): 2.82|1.24|0.89|0.62|0.55|0.21|0.14
N 				(%): 0.16|0.07|0.05|0.05|0.04|0.03|0.03
C/N: 10|11|10|7|7|4|3
T 				               < 2 Âµ: 28.38|14.66|20.11|29.75|33.01|26.87|25.71
E 				             2-20 Âµ: 33.30|34.39|32.33|28.25|25.26|26.44|29.10
X 				            2-50 Âµ: 64.73|76.77|72.14|60.87|58.22|61.11|65.06
T 				         50-100 Âµ: 4.73|5.37|7.35|6.58|5.73|8.28|7.81
U 				       100-500 Âµ: 2.11|3.14|3.09|2.76|2.99|3.70|1.40
R 				     500-1000 Âµ: 0.05|0.06|0.09|0.05|0.05|0.04|0.03
A: -|-|-|-|-|-|
: -|-|-|-|-|-|
CO3Ca 				(%): -|-|-|-|-|-|-
pH 				H20: 6.5|6.8|7.1|7.5|7.8|7.8|7.9
pH 				ClK: 5.5|5.6|5.5|5.6|5.8|5.7|5.8
Capacidad 				de intercambio catiÃ³nico 				(m.e./100 g) = valor 				T: 28.30|20.20|21.40|30.60|31.70|29.80|28.20
Equival. 				de humedad (%): 29.50|22.08|23.77|31.60|40.74|33.05|31.98
