er286c: -|-|-|-|-|
NÂº 				de registro: 3793|3794|3795|3796|3797|3798
Horizonte: A2|B21t|B22t|B32ca|B32ca|Cca
Profundidad 				(cm): 00-16|17-37|40-62|65-80|87-98|105-125
Mat.orgÃ¡nica 				(%): 4.35|2.03|1.98|0.67|0.36|0.23
N 				(%): 0.20|0.10|0.04|0.03|0.04|0.03
C/N: 13|12|-|13|5|5
T 				                            <2 Âµ: 33.92|40.43|51.82|43.43|42.47|43.83
E 				                         2-20 Âµ: 35.15|33.72|28.89|33.10|31.78|34.08
X 				                         2-50 Âµ: 65.37|58.95|47.69|55.99|57.02|N.D.
T 				                     50-100 Âµ: 0.27|0.27|0.18|0.20|0.18|0.20
U          				          100-500 Âµ: 0.41|0.34|0.30|0.36|0.32|0.29
R 				                 500-1000 				Âµ: 0.00|0.00|0.00|0.00|0.00|0.03
A 				               1000-2000 Âµ: 0.00|0.00|0.01|0.03|0.01|0.00
CO3Ca 				(%): 0.0|0.0|0.2|1.8|6.5|0.1
pH 				H2O: 5.4|6.4|7.6|7.8|7.8|7.7
pH 				ClK: 5.3|5.8|6.7|6.9|7.0|6.7
Capacidad 				de intercambio catiÃ³nico 				(m.e./100 g) = Valor 				T: 27.80|33.80|45.80|35.90|35.00|34.60
% 				Na/T: -|-|-|-|-|
Equivalente 				de humedad (%): 26.06|28.71|31.90|31.83|29.70|29.22
Conductividad 				(mmhos/cm): 1.04|0.50|1.24|1.03|1.21|0.90
